,episode,make_span,reward,min
0,0.0,45.0,-44.99999999999999,0.0
1,1.0,48.0,-48.0,0.0
2,2.0,39.0,-39.0,0.0
3,3.0,44.0,-44.00000000000001,0.0
4,4.0,47.0,-47.00000000000001,0.0
5,5.0,40.0,-40.0,0.0
6,6.0,39.0,-39.00000000000001,0.0
7,7.0,35.0,-35.0,0.0
8,8.0,36.0,-36.0,0.0
9,9.0,34.0,-34.00000000000001,0.0
10,10.0,39.0,-39.0,0.0
11,11.0,34.0,-34.0,0.0
12,12.0,47.0,-47.00000000000001,0.0
13,13.0,40.0,-39.99999999999999,0.0
14,14.0,41.0,-41.0,0.0
15,15.0,36.0,-36.0,0.0
16,16.0,41.0,-41.0,0.0
17,17.0,46.0,-45.999999999999986,0.0
18,18.0,46.0,-46.0,0.0
19,19.0,43.0,-43.0,0.0
20,20.0,48.0,-47.99999999999998,0.0
21,21.0,48.0,-48.00000000000001,0.0
22,22.0,38.0,-38.0,0.0
23,23.0,45.0,-44.99999999999999,0.0
24,24.0,41.0,-41.0,0.0
25,25.0,40.0,-40.0,0.0
26,26.0,61.0,-61.0,0.0
27,27.0,40.0,-40.00000000000001,0.0
28,28.0,42.0,-42.0,0.0
29,29.0,38.0,-38.00000000000001,0.0
30,30.0,40.0,-40.00000000000001,0.0
31,31.0,49.0,-48.99999999999999,0.0
32,32.0,47.0,-46.99999999999999,0.0
33,33.0,46.0,-46.0,0.0
34,34.0,47.0,-47.00000000000001,0.0
35,35.0,42.0,-42.000000000000014,0.0
36,36.0,51.0,-50.99999999999999,0.0
37,37.0,51.0,-51.0,0.0
38,38.0,46.0,-45.999999999999986,0.0
39,39.0,40.0,-39.99999999999999,0.0
40,40.0,46.0,-46.0,0.0
41,41.0,46.0,-46.0,0.0
42,42.0,50.0,-49.999999999999986,0.0
43,43.0,46.0,-46.0,0.0
44,44.0,49.0,-48.99999999999999,0.0
45,45.0,45.0,-44.99999999999999,0.0
46,46.0,40.0,-40.0,0.0
47,47.0,46.0,-45.99999999999999,0.0
48,48.0,48.0,-48.00000000000001,0.0
49,49.0,44.0,-44.0,0.0
50,50.0,43.0,-42.99999999999999,0.0
51,51.0,48.0,-47.99999999999999,0.0
52,52.0,47.0,-46.99999999999999,0.0
53,53.0,39.0,-38.99999999999999,0.0
54,54.0,47.0,-47.0,0.0
55,55.0,33.0,-33.0,0.0
56,56.0,41.0,-41.00000000000001,0.0
57,57.0,44.0,-43.99999999999999,0.0
58,58.0,49.0,-49.00000000000001,0.0
59,59.0,42.0,-42.0,0.0
60,60.0,45.0,-44.999999999999986,0.0
61,61.0,41.0,-41.0,0.0
62,62.0,37.0,-37.00000000000001,0.0
63,63.0,36.0,-36.00000000000001,0.0
64,64.0,37.0,-36.99999999999999,0.0
65,65.0,35.0,-34.99999999999999,0.0
66,66.0,52.0,-52.0,0.0
67,67.0,50.0,-50.00000000000001,0.0
68,68.0,43.0,-42.99999999999999,0.0
69,69.0,39.0,-39.0,0.0
70,70.0,44.0,-43.99999999999999,0.0
71,71.0,45.0,-45.00000000000001,0.0
72,72.0,38.0,-38.00000000000001,0.0
73,73.0,37.0,-37.00000000000001,0.0
74,74.0,43.0,-43.00000000000001,0.0
75,75.0,41.0,-41.0,0.0
76,76.0,41.0,-41.00000000000001,0.0
77,77.0,38.0,-38.0,0.0
78,78.0,37.0,-37.000000000000014,0.0
79,79.0,45.0,-45.0,0.0
80,80.0,37.0,-36.99999999999999,0.0
81,81.0,44.0,-44.00000000000001,0.0
82,82.0,38.0,-38.0,0.0
83,83.0,37.0,-37.0,0.0
84,84.0,38.0,-38.000000000000014,0.0
85,85.0,35.0,-35.0,0.0
86,86.0,39.0,-39.00000000000001,0.0
87,87.0,41.0,-41.0,0.0
88,88.0,43.0,-43.0,0.0
89,89.0,41.0,-40.99999999999999,0.0
90,90.0,46.0,-46.0,0.0
91,91.0,37.0,-37.00000000000001,0.0
92,92.0,46.0,-46.00000000000001,0.0
